RowNumber,CustomerId,Surname,FirstName,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
278,19608737,Chatterjee,Shreya,848,Karnataka,Female,37,7,0.0,1,1,1,499392.59,0
279,11720182,Singh,Nikhil,800,Tamil Nadu,Male,48,7,0.0,1,1,1,2204207.62,0
280,11457972,Saxena,Rajesh,525,Tamil Nadu,Male,50,1,954328.47,2,1,0,2499795.79,1
281,11948680,Patel,Manish,682,Gujarat,Male,25,4,1388962.96,1,0,0,2133711.07,0
282,16556269,Pandey,Manish,847,Delhi,Male,44,2,661282.76,2,0,0,471648.12,0
283,17387618,Chatterjee,Pooja,488,Delhi,Female,27,9,0.0,1,1,1,646836.92,0
284,15720337,Patel,Ananya,517,Maharashtra,Female,54,8,938244.45,2,0,0,589022.22,1
285,11945812,Singh,Manish,679,Karnataka,Male,62,8,268401.91,1,1,0,2193221.34,0
286,15668217,Kapoor,Vikram,475,Maharashtra,Male,53,5,0.0,1,1,0,2098806.06,0
287,14803849,Joshi,Aditya,510,Karnataka,Male,47,3,0.0,2,0,0,1134623.87,0
288,14222972,Agarwal,Amit,642,Karnataka,Male,34,7,581869.16,2,0,1,467643.81,0
289,15922797,Srivastava,Rekha,787,Delhi,Female,39,4,0.0,2,0,0,2241480.44,0
290,16024020,Agarwal,Rajesh,646,Karnataka,Male,58,2,699321.63,1,1,1,1530376.96,0
291,15680677,Pandey,Nikhil,622,Maharashtra,Male,32,7,1189045.07,2,1,1,2446873.21,0
292,12821919,Menon,Arjun,793,Maharashtra,Male,23,5,205034.07,1,1,0,834682.46,0
293,12595971,Reddy,Siddharth,786,Tamil Nadu,Male,27,4,556287.51,2,0,0,266763.25,0
294,14575485,Pillai,Ananya,376,Delhi,Female,55,0,1419251.94,1,1,0,2458969.19,0
295,15969075,Mishra,Nikhil,302,Maharashtra,Male,45,2,1159053.42,1,1,1,999012.43,0
296,17184178,Sharma,Riya,837,Karnataka,Female,35,6,0.0,1,1,1,1219832.24,0
297,16528969,Patel,Kavya,752,Tamil Nadu,Female,39,2,0.0,1,0,0,382107.58,0
298,13098911,Desai,Karan,302,Maharashtra,Male,39,0,0.0,1,1,0,1555828.6,0
299,12828214,Menon,Deepak,538,Karnataka,Male,43,7,578891.85,2,1,1,783406.23,0
300,17122867,Mehta,Pooja,543,Maharashtra,Female,31,6,0.0,1,0,0,1760626.65,1
301,13647426,Reddy,Kavya,726,Maharashtra,Female,41,4,255104.3,1,1,1,1943320.68,0
302,16569780,Mehta,Meera,841,Karnataka,Female,54,9,435858.55,1,1,1,847494.22,1
303,11449686,Pandey,Vikram,642,Karnataka,Male,59,4,550975.02,1,0,1,1204253.46,0
304,15910180,Verma,Sunita,701,Karnataka,Female,27,5,381238.74,1,1,0,980432.41,0
305,17615600,Chatterjee,Arjun,816,Tamil Nadu,Male,62,6,868123.86,1,0,0,2451415.66,0
306,13982381,Desai,Neha,556,Gujarat,Female,64,2,0.0,1,1,0,2147773.75,1
307,17671931,Mishra,Anjali,363,Karnataka,Female,47,3,0.0,2,0,1,1157528.45,0
308,11569833,Pillai,Aarav,441,Delhi,Male,43,0,976233.21,2,1,0,1371773.48,0
309,13813819,Sharma,Meera,596,Tamil Nadu,Female,58,6,704014.45,2,0,0,2462933.34,0
310,11827488,Saxena,Vikram,372,Delhi,Male,40,9,0.0,2,1,1,811212.27,0
311,12526383,Patel,Sunita,714,Delhi,Female,47,1,1340456.08,3,0,1,2233748.81,1
312,16918532,Banerjee,Rahul,421,Maharashtra,Male,28,6,279088.68,1,1,0,2364458.91,0
313,14871565,Srivastava,Isha,614,Maharashtra,Female,57,5,609651.74,1,0,1,1247150.21,1
314,12676898,Reddy,Manish,749,Gujarat,Male,23,3,730307.59,3,0,0,754447.29,1
315,12204646,Patel,Meera,861,Tamil Nadu,Female,22,1,0.0,2,0,1,540295.71,0
316,19039183,Verma,Rohan,493,Tamil Nadu,Male,42,6,0.0,2,1,0,348877.62,0
317,12791505,Kapoor,Vikram,825,Delhi,Male,26,6,198266.52,2,1,0,601456.53,0
318,14777985,Chopra,Aditya,698,Maharashtra,Male,59,4,1124724.84,2,0,0,961137.78,0
319,17222264,Srivastava,Pooja,580,Maharashtra,Female,60,8,335453.03,2,1,1,1974491.32,0
320,18812926,Malhotra,Aarav,757,Delhi,Male,56,2,0.0,2,1,0,1081000.78,1
321,19784130,Desai,Deepak,647,Karnataka,Male,64,8,162987.85,1,1,0,1022905.23,1
322,10752582,Chopra,Rohan,819,Tamil Nadu,Male,44,4,1480139.0,2,0,1,2139143.91,0
323,18948090,Reddy,Nisha,677,Tamil Nadu,Female,32,1,1392336.65,2,1,1,1559292.81,0
324,16301707,Iyer,Rajesh,739,Delhi,Male,37,8,0.0,2,1,1,1247538.18,0
325,18165171,Chatterjee,Karan,800,Gujarat,Male,42,0,50329.17,1,0,0,1640522.14,0
326,13084495,Tiwari,Pranav,383,Tamil Nadu,Male,39,0,306183.58,2,0,0,1479813.85,0
327,16244241,Agarwal,Siddharth,341,Karnataka,Male,29,6,853867.0,1,1,1,1211042.14,0
328,10841853,Verma,Arjun,568,Karnataka,Male,32,2,0.0,3,1,1,1107132.33,0
329,13813794,Kumar,Arjun,830,Delhi,Male,52,7,1103467.76,2,0,0,2233160.62,0
330,14227145,Reddy,Shreya,333,Maharashtra,Female,51,6,0.0,1,1,1,607777.94,0
331,17648928,Joshi,Isha,773,Delhi,Female,37,6,1034649.7,2,0,0,546032.77,0
332,10837775,Pandey,Siddharth,473,Tamil Nadu,Male,43,0,0.0,2,1,1,2037734.54,0
333,12554198,Nair,Deepak,672,Maharashtra,Male,30,0,473822.78,1,1,0,459768.87,0
334,17805597,Malhotra,Priya,805,Maharashtra,Female,50,1,1035808.0,1,1,0,2429949.9,0
335,16445741,Agarwal,Arjun,484,Maharashtra,Male,39,1,379817.48,1,1,1,827230.28,0
336,18110407,Patel,Pooja,499,Maharashtra,Female,46,4,969310.79,2,1,1,2159598.38,1
337,14599872,Sharma,Manish,432,Gujarat,Male,46,8,920177.08,1,1,1,1681401.83,1
338,14196329,Desai,Rohan,342,Tamil Nadu,Male,31,6,0.0,2,0,0,2057174.83,0
339,15844082,Bose,Rahul,403,Karnataka,Male,40,1,801647.97,1,1,1,1107370.59,0
340,14621574,Bose,Sneha,316,Maharashtra,Female,24,4,412471.12,1,1,1,651323.99,0
341,10505013,Reddy,Vikram,388,Karnataka,Male,32,4,305571.31,1,1,1,2379632.43,0
342,18793959,Malhotra,Rohan,789,Karnataka,Male,45,7,0.0,1,0,1,2005453.1,0
343,10684665,Menon,Manish,460,Maharashtra,Male,30,8,1456404.25,2,1,0,528114.71,0
344,19077053,Pandey,Sunita,853,Delhi,Female,42,7,0.0,3,0,0,1206953.03,0
345,10439454,Bose,Kavya,355,Delhi,Female,27,1,579625.91,1,1,1,946557.37,0
346,18667677,Banerjee,Pranav,893,Karnataka,Male,44,3,0.0,1,1,0,538789.72,0
347,19493981,Iyer,Rahul,493,Karnataka,Male,22,1,424765.53,3,1,1,1554438.73,0
348,17721354,Banerjee,Shreya,764,Maharashtra,Female,52,5,325956.34,1,1,1,1896426.18,1
349,19795698,Chopra,Siddharth,368,Delhi,Male,41,3,877327.88,1,1,0,721899.51,1
350,19807539,Verma,Arjun,319,Karnataka,Male,27,6,0.0,1,1,1,1455669.32,0
351,16357977,Kumar,Vikram,503,Karnataka,Male,28,1,0.0,2,1,0,645935.31,0
352,12836669,Menon,Kavya,596,Gujarat,Female,58,8,124971.48,1,0,1,1713507.87,0
353,12450843,Nair,Rajesh,486,Tamil Nadu,Male,41,4,1253238.09,2,0,0,1801562.73,0
354,18289224,Iyer,Nisha,349,Maharashtra,Female,28,0,576023.53,2,1,0,1345745.4,0
355,12033422,Saxena,Deepak,501,Maharashtra,Male,45,2,0.0,1,1,1,1721940.24,0
356,14330399,Rao,Rahul,722,Karnataka,Male,48,3,1437607.95,1,1,1,1801254.98,0
357,14210168,Shah,Priya,457,Maharashtra,Female,48,2,820262.95,2,1,1,2296549.34,1
358,19796299,Verma,Rohan,464,Karnataka,Male,51,5,1374235.07,2,1,1,2117071.7,0
359,12415057,Sharma,Aditya,602,Gujarat,Male,56,5,285932.06,2,1,0,2087308.32,1
360,13698296,Banerjee,Sneha,425,Karnataka,Female,45,9,0.0,1,1,1,230412.75,0
361,17430086,Iyer,Meera,612,Delhi,Female,61,6,0.0,1,1,1,789738.39,1
362,12564248,Saxena,Ananya,561,Karnataka,Female,57,8,297087.98,2,0,0,628072.31,0
363,18866700,Joshi,Isha,893,Karnataka,Female,58,9,683707.42,1,1,1,2485711.48,1
364,15871972,Das,Riya,743,Karnataka,Female,32,8,425748.44,2,0,1,1488297.16,0
365,14257803,Rao,Nikhil,780,Gujarat,Male,57,6,192509.16,1,1,0,583916.8,1
366,16452220,Nair,Aarav,632,Delhi,Male,57,0,0.0,2,1,0,1503447.22,0
367,19160748,Mishra,Riya,587,Gujarat,Female,51,2,390753.62,1,0,1,1790549.66,0
368,12052386,Pandey,Suresh,702,Gujarat,Male,38,4,0.0,2,0,0,2090069.56,1
369,19169998,Mishra,Riya,330,Maharashtra,Female,46,9,0.0,2,1,1,827128.49,0
370,11400070,Agarwal,Neha,855,Maharashtra,Female,26,5,1283904.93,1,0,0,1474035.22,0
371,19826934,Tiwari,Rajesh,706,Maharashtra,Male,29,5,691336.62,1,1,1,880215.1,0
372,14049068,Rao,Kavya,787,Maharashtra,Female,31,4,0.0,2,0,0,1224369.4,0
373,18505060,Mishra,Nikhil,326,Maharashtra,Male,51,5,1235145.52,2,1,1,1124406.47,0
374,12021821,Gupta,Vikram,801,Tamil Nadu,Male,22,8,1133582.61,2,0,1,676410.87,0
375,15472121,Kapoor,Priya,449,Maharashtra,Female,49,0,928060.35,1,0,1,860387.29,1
376,15051184,Bose,Siddharth,624,Delhi,Male,62,0,0.0,2,0,1,776319.46,0
377,15092082,Patel,Nikhil,579,Tamil Nadu,Male,25,8,1144475.26,1,1,0,2062617.86,0
378,14637425,Das,Manish,588,Maharashtra,Male,43,7,34010.28,1,1,1,517526.82,0
379,12589778,Kapoor,Anjali,875,Tamil Nadu,Female,56,8,423358.33,1,1,0,2435098.54,1
380,13977696,Iyer,Sneha,853,Delhi,Female,27,6,1293365.32,1,0,1,1112160.7,0
381,10683054,Patel,Riya,501,Maharashtra,Female,33,9,0.0,1,0,1,703570.71,1
382,12209632,Mishra,Divya,871,Tamil Nadu,Female,62,5,946296.19,2,1,0,1949454.67,0
383,18422042,Malhotra,Vikram,661,Karnataka,Male,30,8,0.0,1,0,0,393577.49,1
384,14846813,Mehta,Nisha,606,Gujarat,Female,56,1,646388.89,1,1,1,2071467.22,0
385,10892932,Joshi,Isha,676,Tamil Nadu,Female,36,3,1030876.78,1,1,1,901056.58,0
386,18935574,Das,Pranav,364,Tamil Nadu,Male,35,1,62028.04,2,1,1,578542.56,0
387,10935597,Reddy,Aditya,833,Delhi,Male,63,5,749331.68,1,0,1,2139924.48,0
388,12856232,Desai,Shreya,577,Maharashtra,Female,39,0,0.0,1,1,1,1561140.68,0
389,14694484,Joshi,Sunita,773,Tamil Nadu,Female,41,6,1127440.21,1,1,1,1429300.68,0
390,12609344,Banerjee,Shreya,747,Tamil Nadu,Female,55,6,0.0,1,1,1,873213.35,0
391,13558088,Desai,Kavya,682,Gujarat,Female,35,6,0.0,1,1,1,1341404.66,0
392,14943329,Agarwal,Pranav,323,Delhi,Male,34,3,0.0,1,0,0,1992045.98,0
393,14324319,Saxena,Shreya,841,Delhi,Female,49,7,0.0,1,0,0,1286794.63,1
394,16057775,Chopra,Siddharth,339,Tamil Nadu,Male,25,4,1195235.04,1,1,1,1643742.05,0
395,11603494,Kapoor,Deepak,380,Delhi,Male,38,1,0.0,1,1,1,270116.47,0
396,12447885,Srivastava,Isha,883,Gujarat,Female,21,4,0.0,2,0,0,1555621.45,0
397,18217102,Chatterjee,Deepak,781,Gujarat,Male,47,9,0.0,2,0,1,715624.0,0
398,13165166,Gupta,Pooja,542,Delhi,Female,47,8,906314.26,2,0,1,1885795.04,1
399,13511849,Kapoor,Suresh,617,Tamil Nadu,Male,45,9,1443045.74,3,1,0,907477.25,0
400,13294659,Menon,Rahul,749,Tamil Nadu,Male,61,0,1334757.26,2,1,0,862664.12,0
401,18088549,Joshi,Suresh,831,Maharashtra,Male,41,1,866763.01,1,1,1,1141806.99,0
402,14253300,Reddy,Rajesh,418,Gujarat,Male,34,9,640290.81,1,1,0,453044.11,0
403,11436155,Kapoor,Aditya,878,Karnataka,Male,40,7,0.0,2,1,1,1928279.04,0
404,10477381,Kumar,Siddharth,805,Tamil Nadu,Male,48,4,370890.31,1,0,0,1637138.38,0
405,19335799,Verma,Kavya,724,Delhi,Female,41,8,0.0,2,1,0,831076.63,0
406,10273682,Srivastava,Nikhil,531,Gujarat,Male,43,5,1337957.81,2,1,1,1972087.85,0
407,17246443,Kapoor,Vikram,875,Delhi,Male,31,7,1375628.23,2,1,1,2410718.0,0
408,16068645,Patel,Divya,601,Maharashtra,Female,22,0,483602.03,1,0,1,2168392.57,0
409,16368748,Desai,Ananya,743,Gujarat,Female,40,8,1054343.52,2,1,0,1141062.1,0
410,10759433,Nair,Siddharth,838,Maharashtra,Male,44,8,191372.15,1,1,1,863089.51,0
411,18259260,Tiwari,Sneha,485,Delhi,Female,45,2,0.0,2,1,0,198833.51,0
412,10502008,Bose,Sunita,451,Gujarat,Female,57,0,452620.06,1,1,1,780379.92,0
413,19130765,Verma,Rohan,834,Gujarat,Male,42,7,1426111.46,1,1,1,448742.81,0
414,19299401,Joshi,Rohan,819,Karnataka,Male,44,7,208409.76,2,1,1,2101243.13,0
415,16013832,Chopra,Anjali,513,Karnataka,Female,35,8,0.0,1,1,0,1983614.07,0
416,14905213,Bose,Shreya,786,Delhi,Female,32,5,1158063.4,1,1,0,1272105.55,0
417,15612565,Das,Isha,712,Delhi,Female,51,8,0.0,1,1,0,451540.16,0
418,15015384,Sharma,Pranav,618,Delhi,Male,63,9,0.0,1,0,1,1385366.61,1
419,10444081,Yadav,Pranav,702,Tamil Nadu,Male,51,8,318271.39,2,1,0,1410819.6,0
420,12086254,Desai,Pranav,835,Tamil Nadu,Male,50,3,0.0,1,1,0,1644308.18,0
421,14812455,Patel,Deepak,338,Tamil Nadu,Male,61,4,0.0,1,1,1,1399669.28,0
422,13241357,Kumar,Rajesh,456,Tamil Nadu,Male,40,5,683345.6,2,1,1,410954.57,0
423,12514696,Iyer,Meera,535,Maharashtra,Female,28,5,0.0,1,0,1,1662522.65,0
424,12781169,Pandey,Deepak,719,Karnataka,Male,64,9,99500.93,2,1,1,2478068.63,0
425,14865525,Agarwal,Nisha,777,Maharashtra,Female,50,1,0.0,1,1,1,1649652.76,0
426,11300800,Joshi,Sneha,678,Karnataka,Female,55,3,0.0,1,1,1,1021958.54,0
427,16329157,Srivastava,Karan,424,Delhi,Male,41,8,394346.15,1,1,1,1622663.89,0
428,11126531,Chopra,Meera,768,Gujarat,Female,60,6,836059.34,1,0,1,1476402.01,0
429,15300753,Mehta,Arjun,447,Delhi,Male,48,8,831295.16,2,1,0,400418.33,0
430,19925135,Patel,Sneha,581,Maharashtra,Female,59,5,546135.28,1,1,1,1651177.27,1
431,10824067,Saxena,Deepak,450,Maharashtra,Male,37,6,1071582.54,2,1,1,1694776.94,0
432,12819773,Saxena,Nikhil,688,Tamil Nadu,Male,32,8,54760.33,2,1,0,991796.38,0
433,13669706,Shah,Isha,776,Karnataka,Female,38,3,628514.71,1,1,1,877945.38,0
434,11130618,Pandey,Rajesh,303,Maharashtra,Male,48,8,654054.45,2,1,1,1333665.77,0
435,17552079,Gupta,Pooja,461,Maharashtra,Female,23,2,0.0,1,0,0,516116.55,0
436,15423126,Singh,Siddharth,741,Tamil Nadu,Male,35,7,27854.58,2,1,0,393305.85,0
437,19722674,Agarwal,Arjun,425,Maharashtra,Male,36,2,0.0,1,0,1,1931138.46,0
438,18832404,Kumar,Siddharth,415,Tamil Nadu,Male,42,2,0.0,1,0,1,604337.29,0
439,16813025,Verma,Pranav,839,Tamil Nadu,Male,51,2,0.0,2,1,1,756357.2,0
440,19994091,Kumar,Rohan,436,Maharashtra,Male,51,8,1060004.91,3,1,0,1064273.47,1
441,17893267,Joshi,Isha,486,Maharashtra,Female,21,9,136733.83,2,0,0,1847889.14,1
442,13215331,Yadav,Isha,777,Gujarat,Female,31,2,984885.07,1,0,1,1494324.55,0
443,14738468,Nair,Priya,700,Delhi,Female,26,5,1313507.21,2,1,1,1241593.63,0
444,19698727,Bose,Isha,679,Delhi,Female,43,3,1435553.78,2,1,1,2463346.8,0
445,17851607,Iyer,Arjun,332,Tamil Nadu,Male,29,1,0.0,1,1,1,1272544.02,0
446,17803282,Iyer,Priya,312,Gujarat,Female,36,2,659768.1,1,1,1,1542046.63,0
447,16369425,Yadav,Aarav,595,Gujarat,Male,58,4,969692.07,2,1,1,371835.83,0
448,15936910,Singh,Pooja,553,Tamil Nadu,Female,64,9,1364677.84,2,0,1,810598.13,0
449,11131237,Agarwal,Pranav,658,Delhi,Male,39,3,1015691.65,2,0,0,859426.52,0
450,12358744,Yadav,Ananya,313,Maharashtra,Female,33,4,0.0,1,1,1,698455.82,0
451,14212159,Rao,Meera,563,Tamil Nadu,Female,52,0,139856.33,2,1,0,867438.81,0
452,19174881,Tiwari,Riya,459,Karnataka,Female,56,3,0.0,1,0,1,1302052.64,0
453,12656416,Menon,Riya,624,Delhi,Female,29,9,824003.0,2,1,1,2166575.25,0
454,15020570,Patel,Riya,344,Gujarat,Female,57,2,0.0,2,0,1,1675884.52,0
455,15301576,Sharma,Kavya,752,Maharashtra,Female,51,1,677119.59,1,1,0,2031501.88,1
456,10897768,Gupta,Pranav,632,Karnataka,Male,51,6,0.0,2,0,1,1311765.38,0
457,15646224,Verma,Aarav,849,Maharashtra,Male,39,9,857905.98,1,1,1,1497619.65,0
458,14298151,Desai,Pranav,403,Karnataka,Male,22,8,503536.92,1,1,0,340689.11,0
459,10825620,Agarwal,Rahul,454,Maharashtra,Male,52,0,693621.85,1,1,1,508116.89,0
460,11698470,Pandey,Vikram,380,Maharashtra,Male,63,6,875052.47,2,1,1,2108308.15,0
461,14802741,Reddy,Rajesh,478,Maharashtra,Male,54,0,0.0,1,0,0,2483262.7,0
462,12996808,Rao,Siddharth,698,Karnataka,Male,21,4,704475.36,1,1,0,1996205.93,1
463,12408172,Reddy,Nisha,617,Tamil Nadu,Female,41,0,1072593.13,1,0,0,636481.26,0
464,15516997,Bose,Shreya,329,Karnataka,Female,23,2,588384.52,2,1,1,236883.54,0
465,16009181,Mehta,Rahul,459,Gujarat,Male,47,7,0.0,1,0,1,271623.66,1
466,14054189,Joshi,Pranav,733,Delhi,Male,64,3,1476990.21,2,0,1,802581.21,0
467,18283821,Verma,Aditya,306,Delhi,Male,27,0,1140104.35,2,1,0,2223809.66,0
468,15126837,Patel,Deepak,744,Gujarat,Male,53,0,1170970.4,1,1,1,674732.25,0
469,16542198,Das,Neha,608,Maharashtra,Female,29,7,1309023.53,2,1,0,1671052.67,0
470,16053734,Menon,Nikhil,889,Gujarat,Male,50,7,0.0,1,1,0,500899.8,0
471,14962549,Agarwal,Manish,677,Maharashtra,Male,38,3,843902.41,1,1,0,1819172.13,1
472,11996610,Pillai,Shreya,486,Gujarat,Female,46,3,1009458.67,1,1,0,521216.42,0
473,14319302,Malhotra,Isha,650,Maharashtra,Female,40,9,0.0,2,0,0,1071930.59,0
474,19398485,Mehta,Aditya,327,Gujarat,Male,58,1,1250977.32,2,1,1,658065.37,0
475,16686685,Kapoor,Isha,789,Karnataka,Female,61,1,586792.77,2,1,1,821849.58,1
476,16150171,Kapoor,Nikhil,643,Gujarat,Male,51,5,471401.23,2,0,0,1826931.79,0
477,19490775,Patel,Vikram,805,Maharashtra,Male,28,7,447798.82,3,1,0,1483027.33,0
478,16334488,Gupta,Nikhil,495,Karnataka,Male,43,6,379054.9,1,1,1,413860.29,0
479,17779745,Chopra,Aarav,554,Gujarat,Male,45,6,467292.13,1,1,1,2115962.67,0
480,10138266,Verma,Rohan,514,Karnataka,Male,21,2,0.0,1,1,1,1580178.66,0
481,11968952,Pillai,Pranav,414,Karnataka,Male,38,1,177702.34,2,1,0,835032.2,0
482,16736108,Chatterjee,Rekha,438,Tamil Nadu,Female,39,9,1103302.57,1,0,0,1105774.02,0
483,11500074,Agarwal,Isha,828,Karnataka,Female,62,6,0.0,2,1,1,2226266.37,0
484,19383903,Iyer,Karan,354,Karnataka,Male,26,3,0.0,2,1,1,935416.33,0
485,16572263,Verma,Deepak,893,Karnataka,Male,37,0,0.0,2,1,1,828333.08,0
486,11921390,Saxena,Rekha,837,Gujarat,Female,28,0,890964.77,1,1,1,668510.71,0
487,15540844,Tiwari,Deepak,858,Maharashtra,Male,62,3,469461.76,1,0,0,2008073.74,0
488,13762189,Mehta,Rekha,809,Delhi,Female,29,4,0.0,1,1,0,772265.21,1
489,13504385,Mishra,Pooja,796,Gujarat,Female,57,4,1188969.92,3,1,0,1280123.68,1
490,17906199,Mehta,Siddharth,837,Gujarat,Male,47,0,0.0,1,1,0,203197.73,0
491,18743680,Agarwal,Aarav,612,Karnataka,Male,56,2,0.0,2,0,1,2405110.43,0
492,17185433,Tiwari,Deepak,508,Karnataka,Male,26,5,242054.01,3,1,1,2113024.0,0
493,17482584,Menon,Rahul,419,Delhi,Male,26,9,175624.86,1,1,0,1694386.63,0
494,17067034,Agarwal,Deepak,757,Maharashtra,Male,24,6,1073698.76,1,0,0,892143.62,0
495,12446089,Chopra,Sneha,521,Karnataka,Female,42,0,1119087.57,2,1,0,615210.27,1
496,17049146,Banerjee,Amit,890,Delhi,Male,60,7,0.0,2,0,0,1196240.89,1
497,12823226,Das,Pranav,802,Karnataka,Male,47,3,0.0,2,1,1,698867.8,0
498,10632743,Rao,Rekha,340,Maharashtra,Female,57,8,1258451.68,1,1,1,2353838.58,0
499,17771351,Pandey,Vikram,702,Gujarat,Male,22,5,718337.75,1,1,1,1881784.7,0
500,15111417,Rao,Rajesh,300,Gujarat,Male,29,0,0.0,1,0,0,1779751.44,1
501,11398380,Menon,Rajesh,333,Tamil Nadu,Male,31,1,758433.78,2,0,1,1754654.39,0
502,17002098,Chopra,Aditya,643,Karnataka,Male,40,2,1214873.11,1,1,1,1955201.35,0
503,13129226,Sharma,Sunita,724,Delhi,Female,63,1,664488.96,2,1,0,281323.71,0
504,14473213,Das,Nikhil,364,Tamil Nadu,Male,59,9,93100.93,1,1,0,779286.11,1
505,14465280,Sharma,Riya,885,Tamil Nadu,Female,34,6,334357.21,2,0,1,1515431.06,0
506,11711084,Tiwari,Rohan,815,Maharashtra,Male,46,0,458954.52,1,1,1,686692.34,0
507,15827649,Chatterjee,Rajesh,697,Gujarat,Male,58,8,0.0,1,0,0,1571751.55,0
508,12283975,Mishra,Rohan,320,Tamil Nadu,Male,50,1,0.0,2,1,0,2403907.0,1
509,15404825,Gupta,Meera,453,Gujarat,Female,56,3,0.0,1,1,0,950695.25,0
510,14844631,Das,Karan,543,Tamil Nadu,Male,58,7,715630.36,1,0,1,1937114.88,0
511,11668212,Singh,Manish,368,Karnataka,Male,55,2,0.0,2,1,0,1185685.74,0
512,10349700,Chatterjee,Rahul,821,Delhi,Male,26,8,544259.51,2,1,0,1842942.82,0
513,11904040,Bose,Amit,764,Gujarat,Male,23,6,1329404.65,1,1,1,327006.25,0
514,11874996,Pandey,Aarav,331,Gujarat,Male,21,9,580457.94,2,0,1,1025986.86,0
515,18081867,Gupta,Nisha,884,Maharashtra,Female,38,2,1178781.65,1,1,0,1863487.71,0
516,11650120,Kapoor,Rajesh,714,Maharashtra,Male,43,2,0.0,1,1,1,2142684.33,0
517,12151297,Gupta,Ananya,532,Delhi,Female,52,4,0.0,1,0,0,1146841.95,0
518,17061831,Iyer,Manish,698,Tamil Nadu,Male,49,4,862938.83,2,0,0,1458673.88,0
519,16946794,Srivastava,Priya,477,Gujarat,Female,43,9,0.0,2,0,0,2421068.0,0
520,15139721,Yadav,Nisha,814,Maharashtra,Female,56,4,871429.91,1,1,1,1235507.78,0
521,10137558,Menon,Aditya,403,Karnataka,Male,26,8,0.0,1,1,0,726993.36,0
522,11601306,Singh,Meera,334,Delhi,Female,37,8,0.0,1,0,0,227899.71,0
523,17558510,Kapoor,Nisha,609,Gujarat,Female,38,5,0.0,1,1,1,2318752.74,0
524,16615844,Mehta,Rohan,411,Tamil Nadu,Male,51,6,0.0,2,1,0,306086.6,0
525,12105148,Verma,Suresh,400,Tamil Nadu,Male,26,9,0.0,1,0,0,733657.61,0
526,18434271,Nair,Rekha,709,Karnataka,Female,54,7,454298.14,1,1,1,2167258.86,1
527,16453964,Menon,Meera,894,Delhi,Female,64,8,197257.3,1,1,0,2359229.18,0
528,18525061,Tiwari,Vikram,521,Delhi,Male,64,5,1365419.31,1,0,0,1724024.45,0
529,11227709,Saxena,Meera,653,Maharashtra,Female,47,7,101997.63,1,1,1,780177.44,0
530,17690582,Chopra,Manish,539,Gujarat,Male,56,1,61408.5,2,1,0,802167.42,0
531,14161059,Malhotra,Sneha,678,Tamil Nadu,Female,62,9,1088713.35,1,0,1,1352594.32,0
532,15204594,Menon,Nisha,443,Gujarat,Female,45,7,0.0,1,0,1,2347176.05,0
533,17393851,Saxena,Nisha,542,Gujarat,Female,30,1,529039.09,1,1,0,2376610.38,1
534,13186519,Chopra,Siddharth,779,Karnataka,Male,59,7,0.0,2,1,0,1178972.61,0
535,10938172,Verma,Rekha,643,Tamil Nadu,Female,59,1,734176.28,1,1,1,925076.22,0
536,12791547,Das,Deepak,368,Gujarat,Male,32,2,0.0,1,0,1,1077927.18,0
537,14096989,Malhotra,Manish,311,Tamil Nadu,Male,31,6,820910.24,1,0,1,721937.72,0
538,19819150,Pillai,Pranav,392,Maharashtra,Male,63,8,1100014.22,1,1,0,579173.82,0
539,10015056,Reddy,Vikram,869,Karnataka,Male,23,2,0.0,1,0,0,1766626.1,0
540,18503573,Gupta,Rohan,786,Maharashtra,Male,42,4,0.0,1,0,0,782839.74,1
541,15396686,Banerjee,Rajesh,719,Gujarat,Male,24,8,580936.79,1,1,1,2105888.77,0
542,19068802,Mishra,Pooja,307,Karnataka,Female,28,6,0.0,1,1,0,753732.67,0
543,12024020,Das,Priya,369,Maharashtra,Female,34,1,289858.92,1,1,1,1456335.68,0
544,16899636,Mehta,Shreya,866,Tamil Nadu,Female,40,4,1455656.51,2,1,0,1827613.04,0
545,12169215,Pillai,Kavya,649,Karnataka,Female,44,4,1386586.07,2,0,0,1694182.51,0
546,13942066,Verma,Pranav,360,Delhi,Male,34,8,1166581.94,1,1,1,443012.5,0
547,15841074,Mehta,Pooja,553,Maharashtra,Female,48,1,301440.16,2,1,0,817670.15,1
548,14446699,Gupta,Isha,638,Tamil Nadu,Female,36,0,0.0,2,0,1,218360.73,0
549,12691252,Sharma,Arjun,603,Karnataka,Male,52,3,1391289.39,4,1,1,1549553.09,0
550,12530486,Pillai,Rohan,621,Tamil Nadu,Male,32,3,0.0,2,1,1,1609538.19,0
551,18430767,Patel,Arjun,451,Karnataka,Male,36,0,581222.5,2,1,0,1283593.61,0
552,12865236,Iyer,Arjun,675,Gujarat,Male,39,9,141923.11,2,1,0,1651077.99,0
553,17057798,Chopra,Karan,583,Karnataka,Male,25,6,154713.43,1,0,1,2154979.72,0
554,13530714,Patel,Pooja,333,Karnataka,Female,32,1,0.0,1,0,1,770415.05,0
555,14046148,Sharma,Rekha,612,Gujarat,Female,49,8,0.0,1,1,0,1428744.02,0
556,15874561,Patel,Rahul,878,Delhi,Male,25,6,747612.42,1,1,1,493672.33,1
